Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
289,Bernard,BRA,"MF,FW",Everton,Premier League,27,1992,5.1,5,4,1,2,2,3,12,25.0,9,79,18,22.8,26,35,18,9,0,0,9,7,12,3,0,Matches
290,Federico Bernardeschi,ITA,"DF,MF",Juventus,Serie A,26,1994,10.8,11,5,6,4,1,4,22,18.2,18,120,31,25.8,34,50,36,12,3,0,9,13,24,13,0,Matches
291,Bernardo,BRA,"DF,MF",Brighton,Premier League,25,1995,2.3,8,5,6,1,1,4,6,66.7,2,34,13,38.2,15,9,10,6,0,0,6,0,8,3,0,Matches
292,Paul Bernardoni,FRA,GK,Angers,Ligue 1,23,1997,38.0,1,1,1,0,0,1,2,50.0,1,5,1,20.0,5,0,0,0,0,0,0,0,1,0,1,Matches
293,Juan Bernat,ESP,DF,Paris S-G,Ligue 1,27,1993,2.2,6,2,0,5,1,3,4,75.0,1,38,16,42.1,11,15,12,8,0,0,8,1,7,5,0,Matches
294,Dimitry Bertaud,FRA,GK,Montpellier,Ligue 1,22,1998,8.3,0,0,0,0,0,0,0,0.0,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0,Matches
295,Marco Bertini,ITA,MF,Lazio,Serie A,17,2002,0.1,1,1,1,0,0,0,0,0.0,0,6,4,66.7,4,2,0,1,0,0,1,0,1,0,0,Matches
296,Ryan Bertrand,ENG,DF,Southampton,Premier League,30,1989,28.9,71,43,29,36,6,28,48,58.3,20,317,123,38.8,121,146,50,47,5,0,42,31,102,56,1,Matches
297,Daniel Bessa,ITA,"MF,FW",Hellas Verona,Serie A,27,1993,6.8,16,12,4,9,3,7,12,58.3,5,136,39,28.7,18,66,52,5,0,0,5,4,20,2,0,Matches
298,Loïc Bessile,TOG,DF,Bordeaux,Ligue 1,21,1999,1.0,2,2,2,0,0,0,0,0.0,0,14,3,21.4,7,7,0,3,1,0,2,0,2,2,0,Matches
299,Louis Beyer,GER,DF,M'Gladbach,Bundesliga,20,2000,2.1,3,2,1,2,0,2,3,66.7,1,28,9,32.1,14,14,0,5,4,0,1,6,9,11,0,Matches
300,Bartosz Bialek,POL,"FW,MF",Wolfsburg,Bundesliga,18,2001,3.0,6,6,1,4,1,4,7,57.1,3,69,28,40.6,7,36,26,5,0,0,5,3,9,1,0,Matches
301,Giulian Biancone,FRA,"DF,MF",Monaco,Ligue 1,20,2000,1.0,3,2,2,0,1,2,4,50.0,2,17,6,35.3,5,11,1,2,0,0,2,0,3,5,0,Matches
302,Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,30,1990,1.4,1,0,0,1,0,1,2,50.0,1,19,5,26.3,12,4,3,3,1,0,2,1,2,9,0,Matches
303,Pedro Bigas,ESP,DF,Eibar,La Liga,29,1990,17.0,15,12,7,7,1,7,13,53.8,6,106,45,42.5,50,52,4,15,6,1,9,16,31,106,1,Matches
304,El Bilal Touré,MLI,"FW,MF",Reims,Ligue 1,18,2001,13.8,26,14,4,17,5,4,14,28.6,10,263,57,21.7,35,131,97,10,2,0,8,5,31,18,0,Matches
305,Cristiano Biraghi,ITA,DF,Fiorentina,Serie A,27,1992,31.1,42,20,22,11,9,21,41,51.2,20,241,63,26.1,90,99,52,45,9,0,36,19,61,71,0,Matches
306,Davide Biraschi,ITA,DF,Genoa,Serie A,26,1994,10.2,17,9,12,4,1,3,11,27.3,8,169,45,26.6,98,58,13,18,6,0,12,16,33,28,0,Matches
307,Yves Bissouma,MLI,MF,Brighton,Premier League,23,1996,34.6,114,74,59,47,8,26,71,36.6,45,540,187,34.6,229,256,55,56,8,0,48,60,174,67,0,Matches
308,Leonardo Bittencourt,GER,"MF,FW",Werder Bremen,Bundesliga,26,1993,16.8,58,30,23,25,10,10,34,29.4,24,504,124,24.6,136,254,114,33,3,0,30,14,72,8,0,Matches
309,Blanco,ESP,"MF,DF",Real Madrid,La Liga,20,2000,2.4,6,3,3,2,1,3,9,33.3,6,73,19,26.0,24,39,10,8,2,0,6,2,8,6,0,Matches
310,Alejandro Blanco,ESP,MF,Valencia,La Liga,21,1998,6.4,13,3,8,4,1,2,9,22.2,7,127,33,26.0,63,37,27,13,1,0,12,6,19,5,0,Matches
311,Rubén Blanco,ESP,GK,Celta Vigo,La Liga,25,1995,18.2,0,0,0,0,0,0,0,0.0,0,4,0,0.0,4,0,0,0,0,0,0,0,0,1,1,Matches
312,Ludovic Blas,FRA,"MF,FW",Nantes,Ligue 1,22,1997,31.0,58,33,20,33,5,21,60,35.0,39,628,164,26.1,135,336,157,48,5,0,43,30,88,19,0,Matches
313,Alejandro Blesa,ESP,MF,Levante,La Liga,18,2002,0.1,0,0,0,0,0,0,0,0.0,0,7,2,28.6,1,4,2,0,0,0,0,0,0,0,0,Matches
314,Jérôme Boateng,GER,DF,Bayern Munich,Bundesliga,31,1988,26.3,29,17,17,12,0,9,32,28.1,23,196,73,37.2,92,97,7,36,19,0,17,48,77,109,0,Matches
315,Antonin Bobichon,FRA,"MF,FW",Angers,Ligue 1,24,1995,10.1,21,14,5,12,4,6,18,33.3,12,251,66,26.3,65,125,61,15,3,0,12,10,31,2,1,Matches
316,Yann Bodiger,FRA,MF,Cádiz,La Liga,25,1995,2.8,3,2,1,2,0,1,5,20.0,4,71,11,15.5,22,38,11,7,3,0,4,6,9,4,0,Matches
317,Jean-Paul Boëtius,NED,"MF,FW",Mainz 05,Bundesliga,26,1994,22.9,49,31,13,23,13,12,46,26.1,34,461,140,30.4,100,219,142,44,3,0,41,26,75,16,1,Matches
318,Sacha Boey,FRA,DF,Dijon,Ligue 1,19,2000,20.7,80,44,50,26,4,34,64,53.1,30,383,135,35.2,192,141,50,43,7,0,36,35,115,62,0,Matches
319,Sacha Boey,FRA,DF,Rennes,Ligue 1,19,2000,1.4,5,4,2,2,1,1,2,50.0,1,21,11,52.4,8,6,7,2,0,0,2,1,6,2,0,Matches
320,Jeremie Boga,CIV,"FW,MF",Sassuolo,Serie A,23,1997,19.8,15,13,5,3,7,1,13,7.7,12,219,67,30.6,42,76,101,17,0,0,17,12,27,11,0,Matches
321,Melayro Bogarde,NED,"DF,MF",Hoffenheim,Bundesliga,18,2002,3.1,7,5,2,4,1,4,11,36.4,7,47,17,36.2,24,18,5,2,0,0,2,3,10,6,0,Matches
322,Jayden Bogle,ENG,DF,Sheffield Utd,Premier League,20,2000,12.3,36,16,21,14,1,20,35,57.1,15,233,67,28.8,108,80,45,26,4,0,22,20,56,22,0,Matches
323,Quentin Boisgard,FRA,"MF,FW",Lorient,Ligue 1,23,1997,14.6,25,18,5,14,6,9,27,33.3,18,204,56,27.5,25,112,67,22,2,0,20,12,37,1,0,Matches
324,Willy Boly,CIV,DF,Wolves,Premier League,29,1991,20.9,41,26,33,7,1,14,30,46.7,16,160,55,34.4,109,45,6,27,13,0,14,23,64,104,0,Matches
325,Giacomo Bonaventura,ITA,MF,Fiorentina,Serie A,30,1989,25.1,40,29,16,18,6,12,43,27.9,31,360,97,26.9,112,172,76,34,2,0,32,38,78,16,0,Matches
326,Federico Bonazzoli,ITA,FW,Torino,Serie A,23,1997,6.3,6,4,1,3,2,2,13,15.4,11,117,34,29.1,8,52,57,3,0,0,3,2,8,4,0,Matches
327,Federico Bonazzoli,ITA,FW,Sampdoria,Serie A,23,1997,1.5,1,1,0,1,0,0,1,0.0,1,25,5,20.0,1,11,13,1,0,0,1,0,1,0,0,Matches
328,Kevin Bonifazi,ITA,DF,Udinese,Serie A,24,1996,27.4,43,26,32,9,2,14,25,56.0,11,266,87,32.7,169,81,16,46,21,0,25,49,92,110,2,Matches
329,Leonardo Bonucci,ITA,DF,Juventus,Serie A,33,1987,22.5,24,15,12,11,1,7,17,41.2,10,147,53,36.1,73,66,8,37,17,0,20,18,42,84,0,Matches
330,Elias Bördner,GER,GK,Eint Frankfurt,Bundesliga,18,2002,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Matches
331,Dennis Borkowski,GER,MF,RB Leipzig,Bundesliga,18,2002,0.1,0,0,0,0,0,0,0,0.0,0,2,1,50.0,0,2,0,0,0,0,0,0,0,0,0,Matches
332,Sebastiaan Bornauw,BEL,DF,Köln,Bundesliga,21,1999,23.1,37,20,30,7,0,15,27,55.6,12,199,79,39.7,133,58,8,48,28,1,20,24,61,137,0,Matches
333,Sven Botman,NED,DF,Lille,Ligue 1,20,2000,36.8,48,30,26,19,3,11,26,42.3,15,258,86,33.3,157,92,9,46,21,0,25,38,86,193,1,Matches
334,Denis Bouanga,GAB,"MF,FW",Saint-Étienne,Ligue 1,25,1994,30.2,63,43,25,25,13,7,58,12.1,51,668,174,26.0,141,297,230,49,8,0,41,23,86,36,1,Matches
335,Hicham Boudaoui,ALG,"MF,FW",Nice,Ligue 1,20,1999,19.3,54,40,26,20,8,22,58,37.9,36,453,123,27.2,155,218,80,23,5,0,18,18,72,27,1,Matches
336,Ryad Boudebouz,ALG,"MF,FW",Saint-Étienne,Ligue 1,30,1990,7.2,10,5,2,6,2,1,5,20.0,4,105,42,40.0,13,48,44,7,0,0,7,8,18,1,0,Matches
337,Sofiane Boufal,MAR,"FW,MF",Angers,Ligue 1,26,1993,8.1,17,13,10,5,2,10,25,40.0,15,144,42,29.2,56,63,25,15,1,0,14,5,22,1,0,Matches
338,Nassim Boujellab,MAR,"MF,FW",Schalke 04,Bundesliga,21,1999,6.7,17,13,5,11,1,1,8,12.5,7,170,48,28.2,31,78,61,16,3,0,13,6,23,10,1,Matches
339,Farid Boulaya,ALG,"MF,FW",Metz,Ligue 1,27,1993,31.3,30,18,11,16,3,8,56,14.3,48,412,114,27.7,66,225,121,29,3,1,26,9,39,10,0,Matches
340,Yassine Bounou,MAR,GK,Sevilla,La Liga,29,1991,33.0,0,0,0,0,0,0,2,0.0,2,2,1,50.0,2,0,0,0,0,0,0,0,0,2,1,Matches
341,Ismaëlben Boura,FRA,DF,Lens,Ligue 1,19,2000,9.1,18,12,10,6,2,5,15,33.3,10,127,41,32.3,57,47,23,15,2,0,13,19,37,13,0,Matches
