Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
187,Robson Bambu,BRA,DF,Nice,Ligue 1,22,1997,11.6,709,804,88.2,14603,4337,216,234,92.3,375,401,93.5,108,147,73.5,0,0.1,-0.1,1,18,0,0,18,Matches
188,Patrick Bamford,ENG,FW,Leeds United,Premier League,26,1993,33.9,386,506,76.3,5231,872,224,287,78.0,110,135,81.5,22,27,81.5,7,4.1,2.9,29,21,13,2,31,Matches
189,Mattia Bani,ITA,DF,Genoa,Serie A,26,1993,10.2,438,518,84.6,9893,3217,117,134,87.3,226,247,91.5,91,125,72.8,0,0.1,-0.1,1,17,2,0,15,Matches
190,Mattia Bani,ITA,DF,Parma,Serie A,26,1993,12.7,638,703,90.8,14769,4019,118,132,89.4,382,394,97.0,133,170,78.2,0,0.3,-0.3,2,21,1,1,23,Matches
191,Simon Banza,FRA,FW,Lens,Ligue 1,23,1996,15.2,237,318,74.5,3746,661,125,162,77.2,82,102,80.4,21,31,67.7,2,1.2,0.8,11,20,10,4,21,Matches
192,Antonín Barák,CZE,"MF,FW",Hellas Verona,Serie A,25,1994,30.7,1027,1314,78.2,17706,4289,505,607,83.2,400,486,82.3,104,156,66.7,3,2.8,0.2,24,114,29,4,136,Matches
193,Federico Barba,ITA,DF,Benevento,Serie A,26,1993,29.5,1115,1386,80.4,21684,7997,407,445,91.5,540,629,85.9,147,262,56.1,2,1.7,0.3,14,55,15,3,73,Matches
194,Danilo Barbosa,BRA,DF,Nice,Ligue 1,24,1996,2.8,178,202,88.1,3693,965,48,57,84.2,101,105,96.2,28,37,75.7,0,0.0,0.0,1,9,1,0,9,Matches
195,Barcia,ESP,DF,Granada,La Liga,19,2000,1.0,13,34,38.2,252,104,5,9,55.6,6,13,46.2,2,10,20.0,0,0.0,0.0,0,2,0,0,1,Matches
196,Melvin Bard,FRA,DF,Lyon,Ligue 1,19,2000,4.8,309,383,80.7,5019,1628,160,184,87.0,130,149,87.2,16,42,38.1,0,0.2,-0.2,3,24,7,2,30,Matches
197,Enis Bardhi,MKD,MF,Levante,La Liga,25,1995,18.7,678,905,74.9,13271,3696,296,349,84.8,259,318,81.4,113,200,56.5,2,1.1,0.9,22,64,31,12,84,Matches
198,Phil Bardsley,SCO,DF,Burnley,Premier League,35,1985,3.0,116,165,70.3,2256,949,47,49,95.9,51,67,76.1,16,40,40.0,0,0.0,0.0,0,9,6,1,11,Matches
199,Nicolò Barella,ITA,MF,Inter,Serie A,23,1997,32.2,1605,1934,83.0,27861,9314,774,854,90.6,626,731,85.6,169,262,64.5,7,5.4,1.6,47,158,68,11,222,Matches
200,Philipp Bargfrede,GER,MF,Werder Bremen,Bundesliga,31,1989,0.3,10,11,90.9,179,52,3,4,75.0,7,7,100.0,0,0,0.0,0,0.0,0.0,0,1,0,0,2,Matches
201,Kike Barja,ESP,"MF,FW",Osasuna,La Liga,23,1997,15.9,353,511,69.1,6103,1677,184,224,82.1,125,169,74.0,35,78,44.9,3,1.9,1.1,17,17,20,10,45,Matches
202,Ross Barkley,ENG,MF,Aston Villa,Premier League,26,1993,17.0,619,764,81.0,11391,2909,290,331,87.6,230,265,86.8,86,133,64.7,1,3.6,-2.6,39,45,27,0,76,Matches
203,Ross Barkley,ENG,MF,Chelsea,Premier League,26,1993,0.5,22,26,84.6,441,72,10,13,76.9,8,9,88.9,4,4,100.0,0,0.1,-0.1,1,2,1,0,2,Matches
204,Aymen Barkok,MAR,"FW,MF",Eint Frankfurt,Bundesliga,22,1998,10.9,361,498,72.5,6060,1951,171,217,78.8,146,188,77.7,34,68,50.0,3,3.0,0.0,25,25,19,4,41,Matches
205,Ashley Barnes,ENG,FW,Burnley,Premier League,30,1989,14.8,195,307,63.5,2579,574,129,173,74.6,45,74,60.8,8,29,27.6,0,0.7,-0.7,13,13,7,1,20,Matches
206,Harvey Barnes,ENG,"FW,MF",Leicester City,Premier League,22,1997,21.6,468,626,74.8,7239,1875,265,331,80.1,157,198,79.3,33,51,64.7,4,1.5,2.5,25,37,19,2,62,Matches
207,Marc Baró,ESP,DF,Cádiz,La Liga,20,1999,1.0,10,19,52.6,211,150,5,6,83.3,3,6,50.0,2,6,33.3,0,0.3,-0.3,2,0,0,0,0,Matches
208,Antonio Barragán,ESP,DF,Elche,La Liga,33,1987,24.8,1095,1321,82.9,21703,8023,401,436,92.0,517,587,88.1,164,265,61.9,3,1.0,2.0,9,54,15,7,69,Matches
209,Antonio Barreca,ITA,DF,Fiorentina,Serie A,25,1995,0.9,31,48,64.6,474,166,16,20,80.0,13,19,68.4,1,7,14.3,0,0.0,0.0,1,3,1,0,5,Matches
210,Leandro Barreiro Martins,LUX,MF,Mainz 05,Bundesliga,20,2000,25.6,474,713,66.5,7493,2698,241,328,73.5,180,244,73.8,37,87,42.5,2,2.0,0.0,18,38,8,1,56,Matches
211,Ander Barrenetxea,ESP,"MF,FW",Real Sociedad,La Liga,18,2001,14.5,294,411,71.5,4805,1118,152,186,81.7,111,147,75.5,24,48,50.0,0,2.0,-2.0,14,20,12,3,28,Matches
212,Jacob Barrett Laursen,DEN,DF,Arminia,Bundesliga,25,1994,12.3,438,562,77.9,8448,3086,161,190,84.7,212,254,83.5,60,94,63.8,1,1.2,-0.2,4,28,5,2,30,Matches
213,Musa Barrow,GAM,"FW,MF",Bologna,Serie A,21,1998,32.5,838,1176,71.3,15746,3978,405,486,83.3,290,380,76.3,124,251,49.4,8,5.1,2.9,58,77,32,12,89,Matches
214,Kyle Bartley,ENG,DF,West Brom,Premier League,29,1991,28.7,630,809,77.9,13475,4389,195,237,82.3,323,374,86.4,105,185,56.8,1,0.2,0.8,4,52,3,1,30,Matches
215,Paolo Bartolomei,ITA,MF,Spezia,Serie A,30,1989,3.6,92,127,72.4,1574,336,43,49,87.8,37,47,78.7,8,23,34.8,1,0.3,0.7,5,10,3,1,10,Matches
216,Marc Bartra,ESP,DF,Betis,La Liga,29,1991,18.8,782,963,81.2,17193,4822,222,240,92.5,412,471,87.5,143,242,59.1,1,0.8,0.2,3,34,1,0,30,Matches
217,Daniele Baselli,ITA,MF,Torino,Serie A,28,1992,4.4,170,226,75.2,3366,1116,70,87,80.5,62,79,78.5,31,45,68.9,0,0.6,-0.6,9,20,4,0,25,Matches
218,Chris Basham,ENG,"DF,MF",Sheffield Utd,Premier League,32,1988,28.6,900,1105,81.4,16284,4713,404,451,89.6,377,444,84.9,105,169,62.1,1,0.8,0.2,10,54,15,7,62,Matches
219,Toma Bašić,CRO,MF,Bordeaux,Ligue 1,23,1996,28.9,1069,1300,82.2,21068,4299,407,447,91.1,497,549,90.5,152,262,58.0,1,1.8,-0.8,26,75,18,5,80,Matches
220,Álvaro Bastida,ESP,MF,Cádiz,La Liga,16,2004,0.4,5,10,50.0,99,45,2,3,66.7,2,2,100.0,1,4,25.0,0,0.0,0.0,0,0,0,0,2,Matches
221,Alessandro Bastoni,ITA,DF,Inter,Serie A,21,1999,32.5,2059,2291,89.9,41596,11363,726,765,94.9,972,1035,93.9,325,432,75.2,3,1.8,1.2,11,165,17,3,125,Matches
222,Simone Bastoni,ITA,DF,Spezia,Serie A,23,1996,16.9,807,1067,75.6,15013,5268,366,412,88.8,304,372,81.7,120,224,53.6,7,3.4,3.6,29,52,26,8,77,Matches
223,Bastos,ANG,DF,Lazio,Serie A,29,1991,0.7,39,42,92.9,647,160,18,20,90.0,16,17,94.1,3,3,100.0,0,0.0,0.0,0,1,2,0,2,Matches
224,Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,26,1993,8.1,118,168,70.2,1722,350,63,81,77.8,39,55,70.9,8,10,80.0,1,1.4,-0.4,7,7,4,1,11,Matches
225,Rodrigo Battaglia,ARG,MF,Alavés,La Liga,29,1991,27.7,871,1035,84.2,16528,3410,360,405,88.9,381,425,89.6,115,168,68.5,0,0.2,-0.2,3,56,4,1,49,Matches
226,Cristian Battocchio,ITA,"MF,FW",Brest,Ligue 1,28,1992,3.9,168,209,80.4,2948,715,85,91,93.4,61,71,85.9,19,41,46.3,0,0.2,-0.2,4,16,1,0,13,Matches
227,Oliver Baumann,GER,GK,Hoffenheim,Bundesliga,30,1990,31.0,1065,1352,78.8,27435,15923,284,284,100.0,448,454,98.7,304,584,52.1,0,0.0,0.0,0,13,0,0,2,Matches
228,Julian Baumgartlinger,AUT,MF,Leverkusen,Bundesliga,32,1988,11.9,579,668,86.7,11046,2389,242,267,90.6,230,254,90.6,96,124,77.4,0,0.3,-0.3,8,54,6,1,56,Matches
229,Christoph Baumgartner,AUT,"MF,FW",Hoffenheim,Bundesliga,20,1999,26.3,725,954,76.0,12120,3238,379,460,82.4,245,313,78.3,75,120,62.5,3,3.0,0.0,32,60,32,4,98,Matches
230,Jon Bautista,ESP,"FW,MF",Real Sociedad,La Liga,25,1995,4.1,55,89,61.8,853,149,26,39,66.7,21,32,65.6,4,9,44.4,1,0.2,0.8,4,3,1,0,4,Matches
231,Paul Baysse,FRA,DF,Bordeaux,Ligue 1,32,1988,29.0,1502,1677,89.6,32726,10294,443,473,93.7,764,813,94.0,287,372,77.2,2,0.5,1.5,7,67,6,1,72,Matches
232,Noah Joel Sarenren Bazee,NGA,"FW,MF",Augsburg,Bundesliga,23,1996,0.4,6,13,46.2,78,23,3,5,60.0,2,4,50.0,0,2,0.0,1,0.7,0.3,1,0,0,0,0,Matches
233,Ihlas Bebou,TOG,FW,Hoffenheim,Bundesliga,26,1994,24.4,480,633,75.8,6815,1598,286,349,81.9,140,183,76.5,26,45,57.8,7,5.0,2.0,37,26,32,14,48,Matches
234,Rodrigo Becão,BRA,DF,Udinese,Serie A,24,1996,30.9,1211,1378,87.9,23741,8174,407,444,91.7,615,665,92.5,168,229,73.4,0,0.2,-0.2,6,85,5,1,60,Matches
235,Sheraldo Becker,NED,"FW,MF",Union Berlin,Bundesliga,25,1995,12.3,212,336,63.1,3720,1172,103,139,74.1,88,131,67.2,17,45,37.8,3,3.2,-0.2,19,10,18,14,23,Matches
236,Timo Becker,GER,DF,Schalke 04,Bundesliga,23,1997,18.2,606,785,77.2,11778,4036,217,257,84.4,305,363,84.0,78,132,59.1,0,0.3,-0.3,3,25,9,3,35,Matches
237,Jan Bednarek,POL,DF,Southampton,Premier League,24,1996,34.4,1697,2005,84.6,32478,10807,625,675,92.6,876,961,91.2,178,332,53.6,1,0.3,0.7,5,80,4,0,80,Matches
238,Donny van de Beek,NED,"MF,FW",Manchester Utd,Premier League,23,1997,5.8,235,279,84.2,3651,758,126,141,89.4,94,102,92.2,11,17,64.7,1,1.0,0.0,3,11,2,1,10,Matches
239,Valon Behrami,SUI,MF,Genoa,Serie A,35,1985,9.9,165,219,75.3,2534,973,85,108,78.7,60,77,77.9,13,22,59.1,0,0.1,-0.1,2,17,2,0,21,Matches
240,Brian Behrendt,GER,DF,Arminia,Bundesliga,28,1991,0.9,41,56,73.2,941,310,14,17,82.4,18,25,72.0,9,13,69.2,0,0.0,0.0,0,4,0,0,5,Matches
241,Maximilian Beier,GER,FW,Hoffenheim,Bundesliga,17,2002,0.1,5,5,100.0,79,4,3,3,100.0,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
242,Ishak Belfodil,ALG,FW,Hoffenheim,Bundesliga,28,1992,6.6,108,151,71.5,1487,259,63,83,75.9,35,49,71.4,5,7,71.4,1,1.0,0.0,7,2,3,0,8,Matches
243,Erwan Belhadji,FRA,FW,Dijon,Ligue 1,19,2001,0.3,6,7,85.7,108,43,4,4,100.0,1,1,100.0,1,2,50.0,0,0.0,0.0,1,1,0,0,1,Matches
244,Haris Belkebla,ALG,MF,Brest,Ligue 1,26,1994,30.3,1245,1425,87.4,24379,5559,448,502,89.2,599,655,91.5,183,224,81.7,0,0.7,-0.7,11,90,12,1,83,Matches
245,Stefan Bell,GER,DF,Mainz 05,Bundesliga,28,1991,14.1,418,531,78.7,8518,3044,143,161,88.8,205,235,87.2,68,126,54.0,1,1.3,-0.3,3,15,2,0,28,Matches
246,Karim Bellarabi,GER,"FW,MF",Leverkusen,Bundesliga,30,1990,8.9,293,412,71.1,4716,1323,165,199,82.9,102,138,73.9,22,53,41.5,0,1.8,-1.8,14,14,15,6,27,Matches
247,Jean-Ricner Bellegarde,FRA,"MF,FW",Strasbourg,Ligue 1,22,1998,23.2,615,790,77.8,12099,2082,239,274,87.2,271,323,83.9,97,152,63.8,1,1.6,-0.6,16,45,19,9,41,Matches
248,Héctor Bellerín,ESP,DF,Arsenal,Premier League,25,1995,23.2,1079,1302,82.9,18140,5147,499,576,86.6,496,573,86.6,63,101,62.4,2,2.4,-0.4,22,61,29,9,88,Matches
249,Jude Bellingham,ENG,MF,Dortmund,Bundesliga,17,2003,18.9,889,1068,83.2,16329,3230,381,440,86.6,374,429,87.2,115,144,79.9,3,3.3,-0.3,14,63,27,2,76,Matches
250,Andrea Belotti,ITA,FW,Torino,Serie A,26,1993,32.1,502,728,69.0,8185,1677,272,344,79.1,163,235,69.4,49,78,62.8,6,6.9,-0.9,34,34,40,6,57,Matches
251,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,21,1999,15.5,708,780,90.8,13460,2821,281,304,92.4,324,346,93.6,95,111,85.6,0,0.3,-0.3,6,52,10,2,34,Matches
252,Sami Ben Amar,MAR,MF,Nîmes,Ligue 1,22,1998,0.1,2,3,66.7,20,19,2,2,100.0,0,1,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
253,Hatem Ben Arfa,FRA,"MF,FW",Bordeaux,Ligue 1,33,1987,18.9,711,897,79.3,12300,3101,374,419,89.3,234,279,83.9,82,158,51.9,4,3.4,0.6,31,54,23,3,69,Matches
254,Salim Ben Seghir,FRA,DF,Nice,Ligue 1,17,2003,0.1,8,8,100.0,142,60,4,4,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,2,Matches
255,Wissam Ben Yedder,FRA,FW,Monaco,Ligue 1,29,1990,29.0,643,873,73.7,9897,1816,345,444,77.7,226,283,79.9,44,75,58.7,7,6.4,0.6,37,48,36,2,77,Matches
256,Ahmad Benali,LBY,MF,Crotone,Serie A,28,1992,13.5,661,779,84.9,11826,3035,285,312,91.3,293,329,89.1,66,103,64.1,1,1.2,-0.2,14,51,11,3,52,Matches
257,Samy Benchama,FRA,"MF,DF",Montpellier,Ligue 1,20,2000,0.5,16,20,80.0,334,42,3,5,60.0,11,12,91.7,2,3,66.7,0,0.0,0.0,0,0,0,0,1,Matches
258,Lars Bender,GER,DF,Leverkusen,Bundesliga,31,1989,10.4,588,707,83.2,11233,3771,233,265,87.9,254,293,86.7,88,116,75.9,2,0.5,1.5,7,45,12,2,57,Matches
259,Sven Bender,GER,DF,Leverkusen,Bundesliga,31,1989,13.0,917,1002,91.5,19981,4941,205,222,92.3,559,593,94.3,148,179,82.7,0,0.4,-0.4,4,38,3,2,48,Matches
260,Darío Benedetto,ARG,FW,Marseille,Ligue 1,30,1990,17.5,238,350,68.0,3786,511,136,177,76.8,63,97,64.9,26,46,56.5,3,2.0,1.0,10,15,6,2,15,Matches
261,László Bénes,SVK,"MF,FW",Augsburg,Bundesliga,22,1997,7.3,174,264,65.9,2977,1041,94,116,81.0,54,85,63.5,20,50,40.0,1,0.6,0.4,9,12,5,0,19,Matches
262,László Bénes,SVK,MF,M'Gladbach,Bundesliga,22,1997,1.7,80,110,72.7,1364,387,48,56,85.7,21,24,87.5,10,26,38.5,1,0.4,0.6,4,3,0,0,5,Matches
263,Walter Benítez,ARG,GK,Nice,Ligue 1,27,1993,38.0,990,1226,80.8,23889,13019,249,249,100.0,491,498,98.6,242,471,51.4,0,0.0,0.0,1,4,0,0,0,Matches
264,Loris Benito,SUI,DF,Bordeaux,Ligue 1,28,1992,29.5,1509,1779,84.8,26600,10089,694,740,93.8,672,769,87.4,132,230,57.4,0,1.4,-1.4,13,86,10,8,85,Matches
265,Sergio Benito,ESP,FW,Valladolid,La Liga,21,1999,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
266,Bilal Benkhedim,FRA,FW,Saint-Étienne,Ligue 1,19,2001,0.8,33,49,67.3,598,65,13,18,72.2,15,19,78.9,4,10,40.0,0,0.2,-0.2,1,1,0,0,0,Matches
267,Djamel Benlamri,ALG,DF,Lyon,Ligue 1,30,1989,1.7,71,77,92.2,1775,507,13,15,86.7,35,35,100.0,22,25,88.0,0,0.0,0.0,1,10,0,0,5,Matches
268,Ismaël Bennacer,ALG,MF,Milan,Serie A,22,1997,14.7,851,983,86.6,15902,4806,359,385,93.2,372,408,91.2,105,155,67.7,2,0.5,1.5,5,97,12,2,77,Matches
269,Saïd Benrahma,ALG,"FW,MF",West Ham,Premier League,24,1995,15.5,411,527,78.0,6393,1825,236,264,89.4,132,166,79.5,29,66,43.9,6,4.4,1.6,27,41,22,6,47,Matches
270,Yassine Benrahou,FRA,MF,Nîmes,Ligue 1,21,1999,13.8,439,600,73.2,7692,1962,225,254,88.6,134,175,76.6,56,132,42.4,0,3.0,-3.0,25,32,14,3,42,Matches
271,Ramy Bensebaini,ALG,DF,M'Gladbach,Bundesliga,25,1995,20.1,1005,1210,83.1,18228,7228,435,480,90.6,458,526,87.1,100,162,61.7,0,0.4,-0.4,8,58,15,5,72,Matches
272,Josh Benson,ENG,MF,Burnley,Premier League,20,1999,2.9,62,85,72.9,865,322,38,42,90.5,17,24,70.8,4,12,33.3,0,0.0,0.0,0,4,0,0,7,Matches
273,Nabil Bentaleb,ALG,MF,Schalke 04,Bundesliga,25,1994,6.1,231,281,82.2,4108,961,103,120,85.8,98,113,86.7,24,38,63.2,0,0.1,-0.1,1,19,2,0,22,Matches
274,Rodrigo Bentancur,URU,MF,Juventus,Serie A,23,1997,25.8,1651,1851,89.2,32407,8150,615,668,92.1,782,841,93.0,234,298,78.5,4,2.6,1.4,30,168,19,5,171,Matches
275,Christian Benteke,BEL,FW,Crystal Palace,Premier League,29,1990,20.2,366,574,63.8,5051,990,217,327,66.4,103,171,60.2,21,30,70.0,1,1.0,0.0,15,25,14,2,33,Matches
276,Karim Benzema,FRA,FW,Real Madrid,La Liga,32,1987,32.2,1043,1248,83.6,15229,2695,638,717,89.0,297,349,85.1,72,101,71.3,9,6.3,2.7,37,56,37,1,82,Matches
277,Yassine Benzia,ALG,"MF,FW",Dijon,Ligue 1,25,1994,4.5,154,201,76.6,2933,790,65,78,83.3,53,65,81.5,28,46,60.9,1,0.3,0.7,8,14,1,1,16,Matches
278,Alessandro Berardi,ITA,GK,Hellas Verona,Serie A,29,1991,0.3,4,11,36.4,184,149,0,0,0.0,1,1,100.0,3,10,30.0,0,0.0,0.0,0,0,0,0,0,Matches
279,Domenico Berardi,ITA,"FW,MF",Sassuolo,Serie A,25,1994,27.5,988,1297,76.2,19045,5315,413,485,85.2,404,484,83.5,149,262,56.9,7,5.2,1.8,57,63,97,21,164,Matches
280,Gaetano Berardi,SUI,DF,Leeds United,Premier League,31,1988,1.3,46,56,82.1,898,426,14,16,87.5,27,30,90.0,5,9,55.6,0,0.0,0.0,0,2,1,0,3,Matches
281,Yuri Berchiche,ESP,DF,Athletic Club,La Liga,30,1990,18.7,922,1124,82.0,17364,6946,402,462,87.0,388,451,86.0,117,166,70.5,3,1.9,1.1,18,63,39,17,122,Matches
282,Álex Berenguer,ESP,MF,Torino,Serie A,25,1995,1.5,32,47,68.1,516,128,19,27,70.4,10,12,83.3,2,7,28.6,0,0.0,0.0,0,2,1,0,3,Matches
283,Álex Berenguer,ESP,"MF,FW",Athletic Club,La Liga,25,1995,25.3,620,917,67.6,9741,3241,350,429,81.6,209,278,75.2,46,146,31.5,4,3.8,0.2,38,24,38,8,82,Matches
284,Bartosz Bereszyński,POL,DF,Sampdoria,Serie A,28,1992,29.0,1220,1496,81.6,20790,7965,573,635,90.2,506,597,84.8,115,194,59.3,0,0.7,-0.7,7,68,19,8,95,Matches
285,Jóhann Berg Guðmundsson,ISL,MF,Burnley,Premier League,29,1990,15.1,356,472,75.4,6119,1493,190,220,86.4,113,143,79.0,44,91,48.4,0,0.5,-0.5,10,19,15,5,34,Matches
286,Sander Berge,NOR,MF,Sheffield Utd,Premier League,22,1998,12.4,380,464,81.9,6911,1423,164,197,83.2,163,184,88.6,45,63,71.4,1,1.2,-0.2,12,33,4,2,30,Matches
287,Steven Bergwijn,NED,"FW,MF",Tottenham,Premier League,22,1997,13.4,347,428,81.1,4842,849,216,242,89.3,104,128,81.3,9,31,29.0,3,1.3,1.7,14,21,9,0,18,Matches
288,Valon Berisha,KVX,MF,Reims,Ligue 1,27,1993,18.3,830,1027,80.8,17755,4003,312,355,87.9,322,379,85.0,183,268,68.3,3,1.6,1.4,24,90,18,3,96,Matches
289,Bernard,BRA,"MF,FW",Everton,Premier League,27,1992,5.1,216,272,79.4,3591,923,108,122,88.5,81,102,79.4,21,29,72.4,0,0.7,-0.7,10,21,11,2,23,Matches
290,Federico Bernardeschi,ITA,"DF,MF",Juventus,Serie A,26,1994,10.8,455,590,77.1,8470,2651,195,219,89.0,185,219,84.5,60,109,55.0,2,2.1,-0.1,22,42,15,6,38,Matches
291,Bernardo,BRA,"DF,MF",Brighton,Premier League,25,1995,2.3,62,87,71.3,1042,288,32,38,84.2,24,34,70.6,5,6,83.3,0,0.2,-0.2,2,3,2,1,6,Matches
292,Paul Bernardoni,FRA,GK,Angers,Ligue 1,23,1997,38.0,642,989,64.9,20659,12797,84,84,100.0,268,270,99.3,286,631,45.3,0,0.0,0.0,0,6,0,0,0,Matches
293,Juan Bernat,ESP,DF,Paris S-G,Ligue 1,27,1993,2.2,117,129,90.7,1680,523,76,77,98.7,37,42,88.1,4,6,66.7,0,0.3,-0.3,2,4,5,0,8,Matches
294,Dimitry Bertaud,FRA,GK,Montpellier,Ligue 1,22,1998,8.3,218,313,69.6,8962,6181,16,16,100.0,63,64,98.4,139,232,59.9,0,0.0,0.0,0,6,0,0,0,Matches
295,Marco Bertini,ITA,MF,Lazio,Serie A,17,2002,0.1,2,2,100.0,41,19,1,1,100.0,1,1,100.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,Matches
296,Ryan Bertrand,ENG,DF,Southampton,Premier League,30,1989,28.9,1181,1537,76.8,19449,7477,601,682,88.1,472,593,79.6,81,189,42.9,1,1.2,-0.2,13,65,24,5,97,Matches
297,Daniel Bessa,ITA,"MF,FW",Hellas Verona,Serie A,27,1993,6.8,257,302,85.1,4298,1177,140,153,91.5,80,91,87.9,29,44,65.9,2,1.5,0.5,13,23,11,4,24,Matches
298,Loïc Bessile,TOG,DF,Bordeaux,Ligue 1,21,1999,1.0,39,45,86.7,868,206,8,8,100.0,26,28,92.9,5,9,55.6,0,0.0,0.0,0,3,0,0,1,Matches
299,Louis Beyer,GER,DF,M'Gladbach,Bundesliga,20,2000,2.1,75,90,83.3,1506,476,23,27,85.2,39,44,88.6,12,17,70.6,0,0.0,0.0,0,2,0,0,5,Matches
300,Bartosz Bialek,POL,"FW,MF",Wolfsburg,Bundesliga,18,2001,3.0,57,81,70.4,1138,334,28,39,71.8,17,22,77.3,10,13,76.9,0,0.2,-0.2,4,7,4,0,10,Matches
301,Giulian Biancone,FRA,"DF,MF",Monaco,Ligue 1,20,2000,1.0,70,90,77.8,1361,395,32,38,84.2,25,33,75.8,12,14,85.7,0,0.2,-0.2,2,5,4,3,6,Matches
302,Ermin Bičakčić,BIH,DF,Hoffenheim,Bundesliga,30,1990,1.4,54,62,87.1,1111,373,15,17,88.2,32,34,94.1,7,11,63.6,0,0.0,0.0,0,3,0,0,4,Matches
303,Pedro Bigas,ESP,DF,Eibar,La Liga,29,1990,17.0,461,640,72.0,11804,3839,84,113,74.3,247,297,83.2,126,220,57.3,0,0.0,0.0,0,27,1,0,38,Matches
